iter	Logloss
0	0.6744028287
1	0.6562112389
2	0.6383938163
3	0.6212253699
4	0.6045164004
5	0.5881496492
6	0.5719608562
7	0.5565762876
8	0.5416296708
9	0.5270938967
10	0.5128666021
11	0.4990383036
12	0.4855888228
13	0.472331361
14	0.4597563655
15	0.4474583135
16	0.4356078505
17	0.4240848619
18	0.412860008
19	0.4020218739
20	0.3914884724
21	0.3812528167
22	0.371307784
23	0.3612581663
24	0.3518501204
25	0.3427769882
26	0.3339619608
27	0.3253417503
28	0.3169990162
29	0.3088464161
30	0.3010186491
31	0.293466961
32	0.2861375084
33	0.2789797014
34	0.2720770618
35	0.265326709
36	0.2585206255
37	0.252171149
38	0.2460901995
39	0.2401538198
40	0.234370596
41	0.2288150716
42	0.2233429009
43	0.2181048742
44	0.2129816952
45	0.2080601588
46	0.2031345991
47	0.1985049
48	0.1940023854
49	0.1894891987
50	0.1852642221
51	0.1811642948
52	0.1771575123
53	0.1732990277
54	0.1695494896
55	0.1659092422
56	0.1623791114
57	0.1589501911
58	0.1556017096
59	0.1523678091
60	0.149225529
61	0.1461740635
62	0.1432130764
63	0.1403375556
64	0.1375471348
65	0.1348156042
66	0.1321833342
67	0.1296229227
68	0.1270073639
69	0.1245999199
70	0.1222379537
71	0.1199644046
72	0.1176698636
73	0.1155211987
74	0.1133603785
75	0.1113320548
76	0.109358604
77	0.1074442903
78	0.1055742331
79	0.1037342845
80	0.1019499996
81	0.1002198919
82	0.09852914549
83	0.09687926215
84	0.09530541113
85	0.0937541688
86	0.09214259552
87	0.09069120156
88	0.08927071792
89	0.08789778779
90	0.08651115882
91	0.08521572575
92	0.08395446352
93	0.08272604026
94	0.08151063962
95	0.08031673085
96	0.07906233555
97	0.07792911006
98	0.07682849621
99	0.07577786795
100	0.07475912886
101	0.07376199417
102	0.07278043129
103	0.07183776811
104	0.07085232927
105	0.06995939647
106	0.0690888937
107	0.06819116947
108	0.06731558785
109	0.06643070838
110	0.0655784837
111	0.06481774262
112	0.06407263654
113	0.06333694109
114	0.06262824436
115	0.06194159167
116	0.06122773273
117	0.06055121951
118	0.05985297025
119	0.05923114342
120	0.05861114433
121	0.05792618051
122	0.0573392585
123	0.05677524326
124	0.05622504657
125	0.0556896931
126	0.05510059087
127	0.0545790295
128	0.05403262308
129	0.05348750384
130	0.05301613571
131	0.05249829883
132	0.0520291745
133	0.05158937109
134	0.05114945616
135	0.05071746332
136	0.05028486749
137	0.04982661846
138	0.04939783923
139	0.04894761912
140	0.04853612261
141	0.04816718564
142	0.04778365892
143	0.04740722739
144	0.04700693943
145	0.04663440963
146	0.04627372854
147	0.04590314251
148	0.04556331668
149	0.04526424012
150	0.04492859415
151	0.04463662547
152	0.04431080699
153	0.04402262878
154	0.04375691947
155	0.04349755476
156	0.04323612913
157	0.04296107893
158	0.04270084686
159	0.04246028055
160	0.04222749556
161	0.04197006243
162	0.0417029517
163	0.04146249363
164	0.04123390913
165	0.04101184112
166	0.04078771827
167	0.04056902023
168	0.04034040522
169	0.04011217993
170	0.03990506652
171	0.03967880277
172	0.03945693014
173	0.03924788432
174	0.03905082255
175	0.03884627571
176	0.03864201506
177	0.03845529961
178	0.03825907722
179	0.03808074329
180	0.0379294458
181	0.03774498161
182	0.03758168875
183	0.03741929955
184	0.0372787948
185	0.03711969297
186	0.03694937477
187	0.03677903907
188	0.03662774501
189	0.03648047194
190	0.03632740358
191	0.03620045531
192	0.03608220632
193	0.03597102451
194	0.03584016657
195	0.03571798981
196	0.03559379181
197	0.03545058962
198	0.03531591087
199	0.03519682456
200	0.03507052189
201	0.0349569592
202	0.03483542855
203	0.03473236191
204	0.03461730545
205	0.03450737046
206	0.03440435002
207	0.03430227435
208	0.03419830583
209	0.03409338213
210	0.03399022128
211	0.03389138521
212	0.03380151426
213	0.03371358447
214	0.03361929184
215	0.03353155496
216	0.03344102757
217	0.03335197753
218	0.03327492889
219	0.03319680823
220	0.03311047234
221	0.03302418571
222	0.03294788631
223	0.03287835426
224	0.03281820061
225	0.03273660626
226	0.03267201328
227	0.03259605129
228	0.03252487955
229	0.03244656206
230	0.03238225611
231	0.03231652784
232	0.03225788804
233	0.03219043731
234	0.03212341941
235	0.03205771576
236	0.03199248377
237	0.03194129859
238	0.0318704895
239	0.03180914715
240	0.03175398501
241	0.03169174967
242	0.03164031293
243	0.03157809774
244	0.0315168349
245	0.03146454158
246	0.03142206401
247	0.0313718183
248	0.03131451619
249	0.03126351856
250	0.03121695715
251	0.03116198677
252	0.03111701335
253	0.03107220039
254	0.03102677193
255	0.03099015139
256	0.03094817988
257	0.03089963402
258	0.03086032541
259	0.03081591954
260	0.03078042523
261	0.03072947737
262	0.03069059883
263	0.03065079423
264	0.03060826956
265	0.03057395853
266	0.03052966444
267	0.03048942465
268	0.03045157447
269	0.03040948878
270	0.030370204
271	0.03033441819
272	0.03030027559
273	0.03026604129
274	0.03023083891
275	0.03019775393
276	0.03016800285
277	0.03013841077
278	0.03009984636
279	0.03006966736
280	0.03003258128
281	0.03000409195
282	0.02997484109
283	0.02994298554
284	0.02991495099
285	0.02988667754
286	0.02985455724
287	0.02982936359
288	0.02979667435
289	0.02977324362
