iter	Passed	Remaining
0	12	4515
1	24	4463
2	37	4559
3	65	5917
4	79	5675
5	91	5486
6	104	5321
7	115	5151
8	128	5088
9	142	5051
10	155	4996
11	167	4926
12	181	4895
13	194	4851
14	207	4827
15	220	4800
16	233	4769
17	246	4741
18	259	4714
19	272	4687
20	286	4680
21	300	4664
22	313	4647
23	326	4626
24	339	4608
25	366	4768
26	380	4745
27	394	4728
28	407	4707
29	423	4717
30	437	4704
31	454	4711
32	476	4776
33	495	4808
