iter	Passed	Remaining
0	1519	12448986
1	2571	10531421
2	3617	9873748
3	4680	9580723
4	5743	9405071
5	6804	9283471
6	7891	9227407
7	8942	9147816
8	9971	9066098
9	11020	9017130
10	12063	8971606
11	13103	8932364
12	14157	8907143
13	15187	8871874
