iter	Logloss
0	0.6784954395
1	0.6638533377
2	0.6498292051
3	0.6360736431
4	0.6223998816
5	0.60944362
6	0.5962844163
7	0.5838630547
8	0.5708174505
9	0.55890365
10	0.5467539985
11	0.5352207936
12	0.5237053655
13	0.5125489705
14	0.5015237059
15	0.4908912196
16	0.4802456221
17	0.4699416253
18	0.4601510523
19	0.4506097069
20	0.4409597226
21	0.4316241076
22	0.4226318952
23	0.4138033058
24	0.4052371092
25	0.3966263408
26	0.3884416555
27	0.3803957652
28	0.3720487064
29	0.3643906311
30	0.3567070191
31	0.3493056193
32	0.3419176423
33	0.3348656106
34	0.3280415253
35	0.3213871895
36	0.3147201844
37	0.3082676465
38	0.3018549511
39	0.2958353613
40	0.2895557648
41	0.2834846849
42	0.277809024
43	0.2722888435
44	0.2669624087
45	0.2613543663
46	0.2560777659
47	0.2509809601
48	0.2459342514
49	0.2410280918
50	0.2363439879
51	0.2317085394
52	0.2269616288
53	0.2222770487
54	0.2177932371
55	0.2131515231
56	0.2088764686
57	0.2047723643
58	0.2007540609
59	0.1968391162
60	0.1931596977
61	0.189335829
62	0.1857907697
63	0.1822063606
64	0.1787827187
65	0.1754761856
66	0.1722349626
67	0.1690233574
68	0.1658471003
69	0.1626318105
70	0.1594960253
71	0.1565334251
72	0.1537850873
73	0.1510756614
74	0.1484328555
75	0.1458258924
76	0.1431852281
77	0.1406527001
78	0.1382336489
79	0.1358506418
80	0.1334766788
81	0.1311268484
82	0.1287701996
83	0.1265365031
84	0.1244624056
85	0.122348605
86	0.1202752359
87	0.1182222068
88	0.1162350776
89	0.1142805251
90	0.112382664
91	0.1105019703
92	0.1086064541
93	0.1068267203
94	0.1050251343
95	0.1033164259
96	0.1017009518
97	0.1000704473
98	0.0984937685
99	0.09684385704
100	0.0953171264
101	0.09383583538
102	0.09243529638
103	0.09109194999
104	0.08973626607
105	0.08838851988
106	0.08702366917
107	0.08566279509
108	0.08440800742
109	0.08318060127
110	0.08197191475
111	0.08080122012
112	0.07962986091
113	0.07852124331
114	0.07741443416
115	0.07635959638
116	0.07532627151
117	0.07430255055
118	0.07325917429
119	0.07224060521
120	0.07125166356
121	0.07026601924
122	0.06933063444
123	0.06842335212
124	0.06753737639
125	0.06661322703
126	0.06574904325
127	0.06488805056
128	0.06407913341
129	0.06328601099
130	0.06251473845
131	0.06174490574
132	0.06098098775
133	0.0601861002
134	0.05945756462
135	0.05872197456
136	0.05798283016
137	0.05731295066
138	0.05665156679
139	0.05593353424
140	0.05531578356
141	0.05461453268
142	0.05400214801
143	0.05335766881
144	0.05275991754
145	0.05216620341
146	0.05157684302
147	0.05095227074
148	0.05030887091
149	0.04976112123
150	0.04918121781
151	0.04866209323
152	0.04814065335
153	0.04757891927
154	0.04706636841
155	0.04658408863
156	0.046082308
157	0.04556539868
158	0.04509520251
159	0.044635395
160	0.04418254331
161	0.04373362644
162	0.04326317741
163	0.04282395654
164	0.04242088651
165	0.0419852811
166	0.04159914953
167	0.04120548425
168	0.04082344913
169	0.04040245041
170	0.04003115254
171	0.03965200407
172	0.03929733664
173	0.03895004041
174	0.0385752322
175	0.03822237998
176	0.03788298037
177	0.0375605115
178	0.03723660539
179	0.03690976866
180	0.036613921
181	0.03629491256
182	0.03599836658
183	0.035674
184	0.0353652454
185	0.03506850272
186	0.03477327399
187	0.03450026561
188	0.03422907371
189	0.03397877485
190	0.0337095734
191	0.03345157942
192	0.03321104791
193	0.0329484359
194	0.03270219106
195	0.03244173556
196	0.0322000074
197	0.03196424964
198	0.03172291334
199	0.0314929444
200	0.03127542738
201	0.03106238201
202	0.03085894241
203	0.03064647124
204	0.0304098214
205	0.03021593291
206	0.03000079022
207	0.02980618453
208	0.02959271887
209	0.0293881724
210	0.02918008214
211	0.02899891639
212	0.02880242595
213	0.02860887057
214	0.0284116167
215	0.02823583029
216	0.02806964337
217	0.02790648348
218	0.02771380513
219	0.02754476088
220	0.02735660193
221	0.02719826048
222	0.02702695191
223	0.02685269339
224	0.02669694058
225	0.02654124765
226	0.02638751346
227	0.02623766299
228	0.02608250452
229	0.02593863896
230	0.02579910537
231	0.0256591623
232	0.02552020673
233	0.02539792349
234	0.02527566907
235	0.02514639144
236	0.02502381985
237	0.02490231771
238	0.02477564419
239	0.02465565014
240	0.02453694552
241	0.02443047809
242	0.0243224085
243	0.02421591369
244	0.02411002312
245	0.02398924018
246	0.02387940327
247	0.02376187262
248	0.02365807389
249	0.02355722708
250	0.0234518252
251	0.02335786362
252	0.02326050296
253	0.02316449467
254	0.02305148028
255	0.02295403251
256	0.02284438672
257	0.02273220348
258	0.022634125
259	0.02252537503
260	0.02243011448
261	0.02233995512
262	0.02226257541
263	0.0221724756
264	0.0220938063
265	0.02200449385
266	0.02191548915
267	0.02181776447
268	0.02173579985
269	0.02166458962
270	0.02158781263
271	0.02149815032
272	0.02142854404
273	0.02135708903
274	0.02128637224
275	0.0211970708
276	0.02112407849
277	0.02103698163
278	0.02095105787
279	0.0208697629
280	0.02079585836
281	0.02072329651
282	0.02066210215
283	0.02059516989
284	0.02052539774
285	0.0204556229
286	0.02039256557
287	0.02032137083
288	0.02025982353
289	0.02019570535
290	0.02013878759
291	0.02008129623
292	0.02002102766
293	0.01996210984
294	0.01990026226
295	0.01982478047
296	0.01976285033
297	0.01970528573
298	0.0196353504
299	0.01958691719
300	0.01953694367
301	0.01948421516
302	0.01943209767
303	0.01937638593
304	0.0193291861
305	0.01927445264
306	0.019218643
307	0.01915757495
308	0.01910680555
309	0.01906487481
310	0.01901875749
311	0.01896263351
312	0.01891453168
313	0.01887129007
314	0.01881970355
315	0.01876329405
316	0.01871833406
317	0.01866569673
318	0.01862335936
319	0.01857239307
320	0.01852942255
321	0.01849104995
322	0.0184414958
323	0.01840393665
324	0.01836469187
325	0.01831978257
326	0.0182674402
327	0.01821684023
328	0.01817450413
329	0.01812226147
330	0.01808967132
331	0.01804945026
332	0.01801346648
333	0.01797891443
334	0.01794315313
335	0.01791118621
336	0.01788017192
337	0.01783991602
338	0.01780703473
339	0.01776251919
340	0.017722096
341	0.0176869603
342	0.01765403293
343	0.01760795532
344	0.01757872056
345	0.01754664259
346	0.0175096211
347	0.01748092713
348	0.01744757584
349	0.01742108292
350	0.01738196337
351	0.01734313366
352	0.0173108443
353	0.01727721577
354	0.01724627114
355	0.01721525081
356	0.01718565711
357	0.01715521006
358	0.01712680378
359	0.01709744267
360	0.01705920088
361	0.01701970129
362	0.016987431
363	0.01695730552
364	0.01692831433
365	0.01690641067
366	0.01687952904
367	0.01685012942
368	0.01681667107
369	0.01679227837
370	0.01675934015
371	0.01673249679
372	0.01671166082
373	0.01668320116
374	0.01666043908
375	0.01663745359
376	0.0166053311
377	0.01657862096
378	0.01655926238
379	0.01652933761
380	0.01651035298
381	0.01648736357
382	0.01645821915
383	0.01644015807
384	0.01641565206
385	0.01639837265
386	0.01636909052
387	0.01634605362
388	0.0163190955
389	0.01629322192
390	0.0162756289
391	0.01625827971
392	0.01623515254
393	0.01621650291
394	0.01619831853
395	0.01617305253
396	0.01615610305
397	0.01613973203
398	0.01611015124
399	0.01609444394
400	0.01607445934
401	0.01605795369
402	0.01603660494
403	0.01601359707
404	0.01599071198
405	0.01596900108
406	0.01595380114
407	0.01593829135
408	0.01591754109
409	0.01589388608
410	0.01587804148
411	0.01586357069
412	0.01584918673
413	0.01582981991
414	0.0158134764
415	0.01579632639
416	0.01577633339
417	0.01575649864
418	0.01574159285
419	0.0157248082
420	0.01570716379
421	0.01569081501
422	0.01567575736
423	0.01566126289
424	0.01564936766
425	0.01563229655
426	0.01561660406
427	0.01560398708
428	0.01558446302
429	0.0155684866
430	0.01555298537
431	0.01553374296
432	0.01551932685
433	0.01550689931
434	0.01549066718
435	0.01547710638
436	0.01546443753
437	0.01545183871
438	0.01543392525
439	0.01542218439
440	0.01540984614
441	0.01539838293
442	0.01538166644
443	0.0153690037
444	0.01535750934
445	0.01534596192
446	0.01533134895
447	0.01532084925
448	0.01530833403
449	0.0152895984
450	0.01526821596
451	0.01525257162
452	0.01524038285
453	0.01522272004
454	0.01519893698
455	0.01518810961
456	0.01517812411
457	0.01516715254
458	0.015153291
459	0.0151407324
460	0.01512948456
461	0.0151187462
462	0.01510313956
463	0.01509264461
464	0.01508138668
465	0.01506534477
466	0.01505226551
467	0.0150340625
468	0.01502365924
469	0.01501351451
470	0.01500518644
471	0.01499546279
472	0.01498598412
473	0.01497263678
474	0.01495840644
475	0.0149390844
476	0.01492765991
477	0.01491040521
478	0.01489528907
479	0.0148845698
480	0.01487541678
481	0.01486492701
482	0.0148533728
483	0.01484342958
484	0.0148304582
485	0.01481969725
486	0.01480914954
487	0.0147982768
488	0.01478326307
489	0.0147717057
490	0.01476218469
491	0.01475036987
492	0.01473832925
493	0.01472904625
494	0.01471818289
495	0.01470524018
496	0.0146910411
497	0.01467623681
498	0.01466633578
499	0.01465505968
500	0.01464677693
501	0.01463767703
502	0.01462538533
503	0.01461781536
504	0.0146085331
505	0.0146009926
506	0.01459261973
507	0.01458254605
508	0.01456761737
509	0.01455273047
510	0.01453877686
511	0.01452695723
512	0.01451889575
513	0.01450759116
514	0.01449900584
515	0.01449180951
516	0.01448461656
517	0.01447548371
518	0.01446709159
519	0.01446111123
520	0.01444981129
521	0.01444181462
522	0.01443008535
523	0.01442368074
524	0.01441625268
525	0.01440646378
526	0.01439539081
527	0.01438578588
528	0.0143774765
529	0.01436834646
530	0.01435811008
531	0.01434568166
532	0.0143288743
533	0.01432223562
534	0.01431205371
535	0.01430379777
536	0.01429581721
537	0.01428832592
538	0.01427859678
539	0.01427038777
540	0.01425981067
541	0.01424557351
542	0.01423903254
543	0.01422413432
544	0.0142160841
545	0.01420724005
546	0.01420162175
547	0.0141936711
548	0.01418492001
549	0.01417910722
550	0.01416868069
551	0.01415994649
552	0.01415003201
553	0.01414057569
554	0.01413341242
555	0.01412403532
556	0.01411813426
557	0.01411131936
558	0.01410010169
559	0.01408676247
560	0.01407715267
561	0.0140673823
562	0.01405956219
563	0.01404944355
564	0.01403957945
565	0.01403407434
566	0.01402804312
567	0.0140181679
568	0.01401282169
569	0.01400462151
570	0.01399483156
571	0.01398782267
572	0.01397552656
573	0.01396949532
574	0.01396107738
575	0.01395412168
576	0.01394542954
577	0.0139336058
578	0.01392882142
579	0.01391082626
580	0.01390408313
581	0.01389668477
582	0.0138910652
583	0.01388333863
584	0.01387546231
585	0.01386644448
586	0.01385881453
587	0.01384770631
588	0.01384177457
589	0.01383179189
590	0.01382521485
591	0.01381303536
592	0.0138071091
593	0.01379643958
594	0.01378825917
595	0.01378219789
596	0.01377513279
597	0.01376946924
598	0.0137645903
599	0.01375629535
600	0.01374384575
601	0.01373672152
602	0.01372524605
603	0.01371741072
604	0.01370962046
605	0.01370011135
606	0.01369075787
607	0.01368394399
608	0.01367964338
609	0.01367447176
610	0.01366989499
611	0.01366271673
612	0.01365792446
613	0.01364843845
614	0.0136421934
615	0.0136371778
616	0.01362692852
617	0.01361814262
618	0.01361143289
619	0.01359988966
620	0.01359101489
621	0.01358218091
622	0.01357532671
623	0.01356757741
624	0.01355952463
625	0.01354701727
626	0.01354007374
627	0.01352862502
628	0.01351785542
629	0.01351047343
630	0.01350399282
631	0.01349817168
632	0.01348580832
633	0.0134767692
634	0.01347080103
635	0.0134628986
636	0.01345297681
637	0.01344774891
638	0.01344246143
639	0.01343735484
640	0.01343074815
641	0.01342052179
642	0.01341295532
643	0.01340539619
644	0.01339809036
645	0.0133923198
646	0.01338447904
647	0.0133791129
648	0.01337372111
649	0.01336816017
650	0.01336049713
651	0.01335314844
652	0.01334387122
653	0.01333437342
654	0.01332493114
655	0.01331558413
656	0.01331062566
657	0.01330167852
658	0.01329519774
659	0.01328924423
660	0.01328406989
661	0.01327731428
662	0.01327065635
663	0.01326636638
664	0.0132563319
665	0.01324972054
666	0.0132421628
667	0.0132365651
668	0.01323191424
669	0.01322513461
670	0.01322144094
671	0.01321451012
672	0.01320627487
673	0.01320136015
674	0.01319557035
675	0.01318792594
676	0.01318051488
677	0.01317513746
678	0.01316845935
679	0.01316388961
680	0.01315994149
681	0.01315186932
682	0.01314659477
683	0.01314249277
684	0.01313761636
685	0.01313016401
686	0.01312583333
687	0.01311896556
688	0.01310754591
689	0.0131033965
690	0.01309730753
691	0.01309304029
692	0.01308808698
693	0.01308261038
694	0.01307771553
695	0.01307167306
696	0.01306227744
697	0.01305023766
698	0.01304293146
699	0.01303441438
700	0.01302470831
701	0.01301795384
702	0.01301159494
703	0.01300057441
704	0.01299411331
705	0.01298904467
706	0.0129847402
707	0.01297811181
708	0.01297019127
709	0.01296435999
710	0.01295939649
711	0.01295363103
712	0.01294816644
713	0.01294336111
714	0.01293708641
715	0.01293268633
716	0.01292781393
717	0.0129188825
718	0.01291128589
719	0.0129051731
720	0.01290032069
721	0.01289307635
722	0.01288394792
723	0.01287994516
724	0.01287095403
725	0.01286516124
726	0.01285620657
727	0.01284876994
728	0.01284320359
729	0.01283410311
730	0.01282805239
731	0.01282342636
732	0.01281701172
733	0.01280631651
734	0.01279731213
735	0.01278740619
736	0.01278095732
737	0.01277493297
738	0.01276559829
739	0.01276046264
740	0.01275450145
741	0.01275010149
742	0.01274564842
743	0.01274283732
744	0.01273771417
745	0.01273219931
746	0.01272498669
747	0.01271855311
748	0.01271193756
749	0.01270238099
750	0.01269826594
751	0.01269025881
752	0.01267934866
753	0.01267194262
754	0.01265987272
755	0.01264839203
756	0.01264443711
757	0.01264063452
758	0.01263441403
759	0.01262798321
760	0.01262340909
761	0.01261604884
762	0.01261194687
763	0.01260714761
764	0.01259737395
765	0.01259302244
766	0.01258892738
767	0.01258335212
768	0.01257717005
769	0.0125741754
770	0.0125657242
771	0.01255475526
772	0.01254768967
773	0.01253624268
774	0.01253189449
775	0.01252841556
776	0.0125238689
777	0.01251440173
778	0.01250875408
779	0.01250277824
780	0.01249774263
781	0.01249229892
782	0.0124863583
783	0.01247901496
784	0.01247284561
785	0.01246582589
786	0.01246250007
787	0.01245843586
788	0.01245103639
789	0.01244668812
790	0.01244160919
791	0.01243518746
792	0.01243126895
793	0.01242500989
794	0.01242034784
795	0.01241676346
796	0.01240807942
797	0.01240200714
798	0.01239704838
799	0.01238915327
800	0.01238478783
801	0.01237974126
802	0.01237360757
803	0.01236917332
804	0.01236261427
805	0.01235632906
806	0.01234905123
807	0.0123449153
808	0.01233692282
809	0.01233293499
810	0.01232460097
811	0.01231708095
812	0.01230982744
813	0.01230297293
814	0.01229113476
815	0.01228321018
816	0.01227686086
817	0.01226952954
818	0.01226514338
819	0.01226003171
820	0.01225570103
821	0.01224717778
822	0.01224140013
823	0.01223615264
824	0.01223077054
825	0.01222619219
826	0.01222231708
827	0.01221854681
828	0.01221324952
829	0.01220734748
830	0.01219999283
